Plot Title: Evap Pan Level,,,,,
#,"Date Time, GMT-07:00","EV pan Level   mm, Millimeter (LGR S/N: 21620751)",Host Connected (LGR S/N: 21620751),Stopped (LGR S/N: 21620751),End Of File (LGR S/N: 21620751)
128,9/18/2023 0:37,186.787,,,
129,9/18/2023 2:37,186.806,,,
130,9/18/2023 4:37,186.787,,,
131,9/18/2023 6:37,186.831,,,
132,9/18/2023 8:37,186.787,,,
133,9/18/2023 10:37,187.108,,,
134,9/18/2023 12:37,187.332,,,
135,9/18/2023 14:37,187.106,,,
136,9/18/2023 16:37,186.615,,,
137,9/18/2023 18:37,185.891,,,
138,9/18/2023 20:37,185.609,,,
139,9/18/2023 22:37,185.522,,,
140,9/19/2023 0:37,185.569,,,
141,9/19/2023 2:37,185.785,,,
142,9/19/2023 4:37,185.905,,,
143,9/19/2023 6:37,186.114,,,
144,9/19/2023 8:37,186.509,,,
145,9/19/2023 10:37,187.138,,,
146,9/19/2023 12:37,187.456,,,
147,9/19/2023 14:37,187.225,,,
148,9/19/2023 16:37,198.269,,,
149,9/19/2023 18:37,197.197,,,
150,9/19/2023 20:37,196.635,,,
151,9/19/2023 22:37,196.667,,,
152,9/20/2023 0:37,196.733,,,
153,9/20/2023 2:37,196.788,,,
154,9/20/2023 4:37,196.872,,,
155,9/20/2023 6:37,196.997,,,
156,9/20/2023 8:37,197.165,,,
157,9/20/2023 10:37,197.435,,,
158,9/20/2023 12:37,197.552,,,
159,9/20/2023 14:37,197.271,,,
160,9/20/2023 16:37,196.345,,,
161,9/20/2023 18:37,195.176,,,
162,9/20/2023 20:37,194.253,,,
163,9/20/2023 22:37,194.064,,,
164,9/21/2023 0:37,193.951,,,
165,9/21/2023 2:37,194.112,,,
166,9/21/2023 4:37,194.426,,,
167,9/21/2023 6:37,194.854,,,
168,9/21/2023 8:37,195.043,,,
169,9/21/2023 10:37,195.256,,,
170,9/21/2023 12:37,195.46,,,
171,9/21/2023 14:37,195.837,,,
172,9/21/2023 16:37,195.428,,,
173,9/21/2023 18:37,194.766,,,
174,9/21/2023 20:37,194.473,,,
175,9/21/2023 22:37,194.448,,,
176,9/22/2023 0:37,194.547,,,
177,9/22/2023 2:37,194.901,,,
178,9/22/2023 4:37,195.325,,,
179,9/22/2023 6:37,195.548,,,
180,9/22/2023 8:37,195.895,,,
181,9/22/2023 10:37,195.519,,,
182,9/22/2023 12:37,195.526,,,
183,9/22/2023 14:37,195.369,,,
184,9/22/2023 16:37,194.912,,,
185,9/22/2023 18:37,194.331,,,
186,9/22/2023 20:37,193.797,,,
187,9/22/2023 22:37,193.717,,,
188,9/23/2023 0:37,193.622,,,
189,9/23/2023 2:37,193.614,,,
190,9/23/2023 4:37,193.6,,,
191,9/23/2023 6:37,193.698,,,
192,9/23/2023 8:37,193.764,,,
193,9/23/2023 10:37,193.431,,,
194,9/23/2023 12:37,193.332,,,
195,9/23/2023 14:37,193.135,,,
196,9/23/2023 16:37,192.25,,,
197,9/23/2023 18:37,191.61,,,
198,9/23/2023 20:37,191.033,,,
199,9/23/2023 22:37,190.703,,,
200,9/24/2023 0:37,190.503,,,
201,9/24/2023 2:37,190.364,,,
202,9/24/2023 4:37,190.239,,,
203,9/24/2023 6:37,190.166,,,
204,9/24/2023 8:37,190.82,,,
205,9/24/2023 10:37,192.045,,,
206,9/24/2023 12:37,192.996,,,
207,9/24/2023 14:37,193.263,,,
208,9/24/2023 16:37,193.223,,,
209,9/24/2023 18:37,192.967,,,
210,9/24/2023 20:37,193.259,,,
211,9/24/2023 22:37,193.658,,,
212,9/25/2023 0:37,194.112,,,
213,9/25/2023 2:37,194.769,,,
214,9/25/2023 4:37,195.194,,,
215,9/25/2023 6:37,195.424,,,
216,9/25/2023 8:37,196.038,,,
217,9/25/2023 10:37,195.841,,,
218,9/25/2023 12:37,195.687,,,
219,9/25/2023 14:37,195.132,,,
220,9/25/2023 16:37,194.459,,,
221,9/25/2023 18:37,193.215,,,
222,9/25/2023 20:37,192.635,,,
223,9/25/2023 22:37,192.309,,,
224,9/26/2023 0:37,192.18,,,
225,9/26/2023 2:37,192.071,,,
226,9/26/2023 4:37,192.101,,,
227,9/26/2023 6:37,192.437,,,
228,9/26/2023 8:37,192.653,,,
229,9/26/2023 10:37,192.967,,,
230,9/26/2023 12:37,193.208,,,
231,9/26/2023 14:37,193.362,,,
232,9/26/2023 16:37,193.328,,,
233,9/26/2023 18:37,192.989,,,
234,9/26/2023 20:37,192.915,,,
235,9/26/2023 22:37,192.853,,,
236,9/27/2023 0:37,192.887,,,
237,9/27/2023 2:37,192.941,,,
238,9/27/2023 4:37,193.08,,,
239,9/27/2023 6:37,193.241,,,
240,9/27/2023 8:37,193.373,,,
241,9/27/2023 10:37,193.618,,,
242,9/27/2023 12:37,193.717,,,
243,9/27/2023 14:37,193.471,,,
244,9/27/2023 16:37,192.853,,,
245,9/27/2023 18:37,192.085,,,
246,9/27/2023 20:37,191.61,,,
247,9/27/2023 22:37,191.317,,,
248,9/28/2023 0:37,191.233,,,
249,9/28/2023 2:37,191.15,,,
250,9/28/2023 4:37,191.091,,,
251,9/28/2023 6:37,191.102,,,
252,9/28/2023 8:37,191.025,,,
253,9/28/2023 10:37,191.073,,,
254,9/28/2023 12:37,190.977,,,
255,9/28/2023 14:37,190.63,,,
256,9/28/2023 16:37,189.814,,,
257,9/28/2023 18:37,188.784,,,
258,9/28/2023 20:37,188.319,,,
259,9/28/2023 22:37,188.257,,,
260,9/29/2023 0:37,188.25,,,
261,9/29/2023 2:37,188.279,,,
262,9/29/2023 4:37,188.311,,,
263,9/29/2023 6:37,188.385,,,
264,9/29/2023 8:37,188.546,,,
265,9/29/2023 10:37,188.941,,,
266,9/29/2023 12:37,189.998,,,
267,9/29/2023 14:37,190.279,,,
268,9/29/2023 16:37,189.972,,,
269,9/29/2023 18:37,189.767,,,
270,9/29/2023 20:37,189.79,,,
271,9/29/2023 22:37,189.95,,,
272,9/30/2023 0:37,190.042,,,
273,9/30/2023 2:37,190.66,,,
274,9/30/2023 4:37,196.104,,,
275,9/30/2023 6:37,196.66,,,
276,9/30/2023 8:37,196.975,,,
277,9/30/2023 10:37,197.366,,,
278,9/30/2023 12:37,197.376,,,
279,9/30/2023 14:37,197.845,,,
280,9/30/2023 16:37,197.702,,,
281,9/30/2023 18:37,197.984,,,
282,9/30/2023 20:37,201.165,,,
283,9/30/2023 22:37,201.878,,,
284,10/1/2023 0:37,204.039,,,
285,10/1/2023 2:37,204.518,,,
286,10/1/2023 4:37,204.888,,,
287,10/1/2023 6:37,205.231,,,
288,10/1/2023 8:37,205.436,,,
289,10/1/2023 10:37,205.63,,,
290,10/1/2023 12:37,205.86,,,
291,10/1/2023 14:37,207.03,,,
292,10/1/2023 16:37,207.85,,,
293,10/1/2023 18:37,207.703,,,
294,10/1/2023 20:37,207.663,,,
295,10/1/2023 22:37,207.711,,,
296,10/2/2023 0:37,207.733,,,
297,10/2/2023 2:37,207.773,,,
298,10/2/2023 4:37,207.838,,,
299,10/2/2023 6:37,207.872,,,
300,10/2/2023 8:37,207.915,,,
301,10/2/2023 10:37,208.025,,,
302,10/2/2023 12:37,208.061,,,
303,10/2/2023 14:37,207.944,,,
304,10/2/2023 16:37,207.414,,,
305,10/2/2023 18:37,207.217,,,
306,10/2/2023 20:37,207.06,,,
307,10/2/2023 22:37,207.06,,,
308,10/3/2023 0:37,207.082,,,
309,10/3/2023 2:37,207.092,,,
310,10/3/2023 4:37,207.129,,,
311,10/3/2023 6:37,207.195,,,
312,10/3/2023 8:37,207.173,,,
313,10/3/2023 10:37,207.016,,,
314,10/3/2023 12:37,206.855,,,
315,10/3/2023 14:37,206.478,,,
316,10/3/2023 16:37,205.889,,,
317,10/3/2023 18:37,205.074,,,
318,10/3/2023 20:37,204.668,,,
319,10/3/2023 22:37,204.459,,,
320,10/4/2023 0:37,204.364,,,
321,10/4/2023 2:37,204.251,,,
322,10/4/2023 4:37,204.174,,,
323,10/4/2023 6:37,204.171,,,
324,10/4/2023 8:37,204.021,,,
325,10/4/2023 10:37,203.985,,,
326,10/4/2023 12:37,203.896,,,
327,10/4/2023 14:37,203.629,,,
328,10/4/2023 16:37,203.048,,,
329,10/4/2023 18:37,202.218,,,
330,10/4/2023 20:37,201.841,,,
331,10/4/2023 22:37,201.604,,,
332,10/5/2023 0:37,201.406,,,
333,10/5/2023 2:37,201.34,,,
334,10/5/2023 4:37,201.275,,,
335,10/5/2023 6:37,201.285,,,
336,10/5/2023 8:37,201.245,,,
337,10/5/2023 10:37,201.26,,,
338,10/5/2023 12:37,201.352,,,
339,10/5/2023 14:37,201.238,,,
340,10/5/2023 16:37,200.814,,,
341,10/5/2023 18:37,200.229,,,
342,10/5/2023 20:37,199.871,,,
343,10/5/2023 22:37,199.71,,,
344,10/6/2023 0:37,199.596,,,
345,10/6/2023 2:37,199.504,,,
346,10/6/2023 4:37,199.443,,,
347,10/6/2023 6:37,199.41,,,
348,10/6/2023 8:37,199.242,,,
349,10/6/2023 10:37,199.234,,,
350,10/6/2023 12:37,199.125,,,
351,10/6/2023 14:37,198.847,,,
352,10/6/2023 16:37,198.093,,,
353,10/6/2023 18:37,197.15,,,
354,10/6/2023 20:37,196.623,,,
355,10/6/2023 22:37,196.309,,,
356,10/7/2023 0:37,196.097,,,
357,10/7/2023 2:37,195.976,,,
358,10/7/2023 4:37,195.903,,,
359,10/7/2023 6:37,195.815,,,
360,10/7/2023 8:37,195.673,,,
361,10/7/2023 10:37,195.647,,,
362,10/7/2023 12:37,195.494,,,
363,10/7/2023 14:37,195.311,,,
364,10/7/2023 16:37,194.982,,,
365,10/7/2023 18:37,194.491,,,
366,10/7/2023 20:37,194.035,,,
367,10/7/2023 22:37,193.983,,,
368,10/8/2023 0:37,194.001,,,
369,10/8/2023 2:37,194.02,,,
370,10/8/2023 4:37,194.115,,,
371,10/8/2023 6:37,194.294,,,
372,10/8/2023 8:37,194.392,,,
373,10/8/2023 10:37,194.612,,,
374,10/8/2023 12:37,194.777,,,
375,10/8/2023 14:37,194.565,,,
376,10/8/2023 16:37,193.49,,,
377,10/8/2023 18:37,192.981,,,
378,10/8/2023 20:37,192.689,,,
379,10/8/2023 22:37,192.627,,,
380,10/9/2023 0:37,192.587,,,
381,10/9/2023 2:37,192.59,,,
382,10/9/2023 4:37,192.615,,,
383,10/9/2023 6:37,192.689,,,
384,10/9/2023 8:37,192.766,,,
385,10/9/2023 10:37,192.792,,,
386,10/9/2023 12:37,192.498,,,
387,10/9/2023 14:37,191.892,,,
388,10/9/2023 16:37,191.204,,,
389,10/9/2023 18:37,190.663,,,
390,10/9/2023 20:37,190.301,,,
391,10/9/2023 22:37,190.111,,,
392,10/10/2023 0:37,190.078,,,
393,10/10/2023 2:37,190.231,,,
394,10/10/2023 4:37,190.791,,,
395,10/10/2023 6:37,191.497,,,
396,10/10/2023 8:37,191.921,,,
397,10/10/2023 10:37,192.359,,,
398,10/10/2023 12:37,192.601,,,
399,10/10/2023 14:37,192.012,,,
400,10/10/2023 16:37,191.851,,,
401,10/10/2023 18:37,191.731,,,
402,10/10/2023 20:37,191.797,,,
403,10/10/2023 22:37,191.987,,,
404,10/11/2023 0:37,192.294,,,
405,10/11/2023 2:37,192.623,,,
406,10/11/2023 4:37,192.879,,,
407,10/11/2023 6:37,193.102,,,
408,10/11/2023 8:37,193.171,,,
409,10/11/2023 10:37,193.201,,,
410,10/11/2023 12:37,192.967,,,
411,10/11/2023 14:37,192.532,,,
412,10/11/2023 16:37,191.895,,,
413,10/11/2023 18:37,191.394,,,
414,10/11/2023 20:37,191.197,,,
415,10/11/2023 22:37,191.065,,,
416,10/12/2023 0:37,191.087,,,
417,10/12/2023 2:37,191.156,,,
418,10/12/2023 4:37,191.431,,,
419,10/12/2023 6:37,191.954,,,
420,10/12/2023 8:37,192.714,,,
421,10/12/2023 10:37,192.78,,,
422,10/12/2023 12:37,190.835,,,
423,10/12/2023 14:37,190.509,,,
424,10/12/2023 16:37,190.334,,,
425,10/12/2023 18:37,189.771,,,
426,10/12/2023 20:37,189.391,,,
427,10/12/2023 22:37,189.27,,,
428,10/13/2023 0:37,189.157,,,
429,10/13/2023 2:37,189.208,,,
430,10/13/2023 4:37,189.274,,,
431,10/13/2023 6:37,189.548,,,
432,10/13/2023 8:37,190.027,,,
433,10/13/2023 10:37,190.352,,,
434,10/13/2023 12:37,188.817,,,
435,10/13/2023 14:37,188.429,,,
436,10/13/2023 16:37,187.939,,,
437,10/13/2023 18:37,187.712,,,
438,10/13/2023 20:37,187.098,,,
439,10/13/2023 22:37,187.039,,,
440,10/14/2023 0:37,187.054,,,
441,10/14/2023 2:37,187.072,,,
442,10/14/2023 4:37,187.106,,,
443,10/14/2023 6:37,187.402,,,
444,10/14/2023 8:37,187.573,,,
445,10/14/2023 10:37,187.416,,,
446,10/14/2023 12:37,187.116,,,
447,10/14/2023 14:37,186.904,,,
448,10/14/2023 16:37,186.483,,,
449,10/14/2023 18:37,185.643,,,
450,10/14/2023 20:37,185.131,,,
451,10/14/2023 22:37,184.93,,,
452,10/15/2023 0:37,184.798,,,
453,10/15/2023 2:37,184.633,,,
454,10/15/2023 4:37,184.68,,,
455,10/15/2023 6:37,184.732,,,
456,10/15/2023 8:37,184.886,,,
457,10/15/2023 10:37,184.286,,,
458,10/15/2023 12:37,184.158,,,
459,10/15/2023 14:37,183.774,,,
460,10/15/2023 16:37,183.255,,,
461,10/15/2023 18:37,182.158,,,
462,10/15/2023 20:37,181.587,,,
463,10/15/2023 22:37,181.386,,,
464,10/16/2023 0:37,181.16,,,
465,10/16/2023 2:37,180.991,,,
466,10/16/2023 4:37,180.889,,,
467,10/16/2023 6:37,180.791,,,
468,10/16/2023 8:37,180.728,,,
469,10/16/2023 10:37,180.731,,,
470,10/16/2023 12:37,181.065,,,
471,10/16/2023 14:37,181.178,,,
472,10/16/2023 16:37,180.743,,,
473,10/16/2023 18:37,180.549,,,
474,10/16/2023 20:37,180.457,,,
475,10/16/2023 22:37,180.297,,,
476,10/17/2023 0:37,180.158,,,
477,10/17/2023 2:37,180.118,,,
478,10/17/2023 4:37,180.118,,,
479,10/17/2023 6:37,180.14,,,
480,10/17/2023 8:37,180.008,,,
481,10/17/2023 10:37,180.084,,,
482,10/17/2023 12:37,180.223,,,
483,10/17/2023 14:37,180.092,,,
484,10/17/2023 16:37,179.499,,,
485,10/17/2023 18:37,178.875,,,
486,10/17/2023 20:37,185.789,,,
487,10/17/2023 22:37,193.467,,,
488,10/18/2023 0:37,199.962,,,
489,10/18/2023 2:37,205.293,,,
490,10/18/2023 4:37,209.663,,,
491,10/18/2023 6:37,211.864,,,
492,10/18/2023 8:37,212.998,,,
493,10/18/2023 10:37,214.025,,,
494,10/18/2023 12:37,214.991,,,
495,10/18/2023 14:37,215.748,,,
496,10/18/2023 16:37,216.958,,,
497,10/18/2023 18:37,217.898,,,
498,10/18/2023 20:37,218.519,,,
499,10/18/2023 22:37,219.313,,,
500,10/19/2023 0:37,220.018,,,
501,10/19/2023 2:37,220.487,,,
502,10/19/2023 4:37,221.006,,,
503,10/19/2023 6:37,221.229,,,
504,10/19/2023 8:37,221.386,,,
505,10/19/2023 10:37,221.423,,,
506,10/19/2023 12:37,221.434,,,
507,10/19/2023 14:37,221.277,,,
508,10/19/2023 16:37,221.006,,,
509,10/19/2023 18:37,220.249,,,
510,10/19/2023 20:37,219.821,,,
511,10/19/2023 22:37,219.506,,,
512,10/20/2023 0:37,219.339,,,
513,10/20/2023 2:37,219.236,,,
514,10/20/2023 4:37,219.178,,,
515,10/20/2023 6:37,219.126,,,
516,10/20/2023 8:37,218.936,,,
517,10/20/2023 10:37,218.882,,,
518,10/20/2023 12:37,218.926,,,
519,10/20/2023 14:37,218.592,,,
520,10/20/2023 16:37,217.92,,,
521,10/20/2023 18:37,217.284,,,
522,10/20/2023 20:37,216.917,,,
523,10/20/2023 22:37,216.629,,,
524,10/21/2023 0:37,216.391,,,
525,10/21/2023 2:37,216.234,,,
526,10/21/2023 4:37,216.183,,,
527,10/21/2023 6:37,216.139,,,
528,10/21/2023 8:37,216.065,,,
529,10/21/2023 10:37,216.037,,,
530,10/21/2023 12:37,216.077,,,
531,10/21/2023 14:37,215.561,,,
532,10/21/2023 16:37,214.961,,,
533,10/21/2023 18:37,214.179,,,
534,10/21/2023 20:37,213.912,,,
535,10/21/2023 22:37,213.667,,,
536,10/22/2023 0:37,213.51,,,
537,10/22/2023 2:37,213.356,,,
538,10/22/2023 4:37,213.264,,,
539,10/22/2023 6:37,213.159,,,
540,10/22/2023 8:37,212.99,,,
541,10/22/2023 10:37,212.819,,,
542,10/22/2023 12:37,212.486,,,
543,10/22/2023 14:37,211.755,,,
544,10/22/2023 16:37,210.796,,,
545,10/22/2023 18:37,210.153,,,
546,10/22/2023 20:37,209.678,,,
547,10/22/2023 22:37,209.535,,,
548,10/23/2023 0:37,209.462,,,
549,10/23/2023 2:37,209.422,,,
550,10/23/2023 4:37,209.334,,,
551,10/23/2023 6:37,209.261,,,
552,10/23/2023 8:37,209.25,,,
553,10/23/2023 10:37,209.214,,,
554,10/23/2023 12:37,209.184,,,
555,10/23/2023 14:37,209.016,,,
556,10/23/2023 16:37,208.547,,,
557,10/23/2023 18:37,208.017,,,
558,10/23/2023 20:37,207.634,,,
559,10/23/2023 22:37,207.553,,,
560,10/24/2023 0:37,207.461,,,
561,10/24/2023 2:37,207.436,,,
562,10/24/2023 4:37,207.513,,,
563,10/24/2023 6:37,207.531,,,
564,10/24/2023 8:37,207.542,,,
565,10/24/2023 10:37,207.06,,,
566,10/24/2023 12:37,207.122,,,
567,10/24/2023 14:37,207.001,,,
568,10/24/2023 16:37,206.727,,,
569,10/24/2023 18:37,206.397,,,
570,10/24/2023 20:37,206.072,,,
571,10/24/2023 22:37,205.919,,,
572,10/25/2023 0:37,205.787,,,
573,10/25/2023 2:37,205.7,,,
574,10/25/2023 4:37,205.589,,,
575,10/25/2023 6:37,205.516,,,
576,10/25/2023 8:37,205.444,,,
577,10/25/2023 10:37,205.37,,,
578,10/25/2023 12:37,205.845,,,
579,10/25/2023 14:37,204.638,,,
580,10/25/2023 16:37,204.021,,,
581,10/25/2023 18:37,203.846,,,
582,10/25/2023 20:37,203.534,,,
583,10/25/2023 22:37,203.461,,,
584,10/26/2023 0:37,203.191,,,
585,10/26/2023 2:37,202.986,,,
586,10/26/2023 4:37,202.891,,,
587,10/26/2023 6:37,202.869,,,
