"Plot Title: Evap Pan Level"
"#","Date Time, GMT-07:00","EV pan Level   mm, Millimeter (LGR S/N: 21620751)","Scaled Series, mm (LGR S/N: 21620751)","Scaled Series, units (LGR S/N: 21620751)","Host Connected (LGR S/N: 21620751)","End Of File (LGR S/N: 21620751)"
79,07/06/24 01:14:31 AM,47.912,45.564,-418.51,,
80,07/06/24 01:24:31 AM,47.919,45.572,-418.44,,
81,07/06/24 01:34:31 AM,47.934,45.586,-418.31,,
82,07/06/24 01:44:31 AM,47.952,45.605,-418.15,,
83,07/06/24 01:54:31 AM,47.960,45.613,-418.08,,
84,07/06/24 02:04:31 AM,47.978,45.631,-417.92,,
85,07/06/24 02:14:31 AM,47.992,45.646,-417.79,,
86,07/06/24 02:24:31 AM,47.988,45.642,-417.82,,
87,07/06/24 02:34:31 AM,48.010,45.664,-417.62,,
88,07/06/24 02:44:31 AM,48.029,45.683,-417.46,,
89,07/06/24 02:54:31 AM,48.036,45.691,-417.39,,
90,07/06/24 03:04:31 AM,48.018,45.672,-417.55,,
91,07/06/24 03:14:31 AM,47.970,45.623,-417.99,,
92,07/06/24 03:24:31 AM,47.982,45.635,-417.88,,
93,07/06/24 03:34:31 AM,47.988,45.642,-417.82,,
94,07/06/24 03:44:31 AM,48.029,45.683,-417.46,,
95,07/06/24 03:54:31 AM,48.102,45.757,-416.80,,
96,07/06/24 04:04:31 AM,48.109,45.765,-416.73,,
97,07/06/24 04:14:31 AM,48.113,45.768,-416.70,,
98,07/06/24 04:24:31 AM,48.117,45.772,-416.66,,
99,07/06/24 04:34:31 AM,48.139,45.795,-416.46,,
100,07/06/24 04:44:31 AM,48.157,45.813,-416.30,,
101,07/06/24 04:54:31 AM,48.164,45.820,-416.24,,
102,07/06/24 05:04:31 AM,48.204,45.861,-415.87,,
103,07/06/24 05:14:31 AM,48.226,45.883,-415.67,,
104,07/06/24 05:24:31 AM,48.219,45.876,-415.73,,
105,07/06/24 05:34:31 AM,48.230,45.887,-415.64,,
106,07/06/24 05:44:31 AM,48.197,45.854,-415.93,,
107,07/06/24 05:54:31 AM,47.458,45.104,-422.61,,
108,07/06/24 06:04:31 AM,47.206,44.848,-424.89,,
109,07/06/24 06:14:31 AM,47.041,44.681,-426.38,,
110,07/06/24 06:24:31 AM,46.943,44.580,-427.27,,
111,07/06/24 06:34:31 AM,46.899,44.536,-427.67,,
112,07/06/24 06:44:31 AM,46.858,44.495,-428.03,,
113,07/06/24 06:54:31 AM,46.833,44.469,-428.26,,
114,07/06/24 07:04:31 AM,46.826,44.462,-428.32,,
115,07/06/24 07:14:31 AM,46.855,44.492,-428.06,,
116,07/06/24 07:24:31 AM,46.892,44.529,-427.73,,
117,07/06/24 07:34:31 AM,46.946,44.584,-427.23,,
118,07/06/24 07:44:31 AM,47.005,44.644,-426.71,,
119,07/06/24 07:54:31 AM,47.038,44.677,-426.41,,
120,07/06/24 08:04:31 AM,47.056,44.695,-426.25,,
121,07/06/24 08:14:31 AM,47.078,44.718,-426.05,,
122,07/06/24 08:24:31 AM,47.115,44.756,-425.71,,
123,07/06/24 08:34:31 AM,47.162,44.803,-425.29,,
124,07/06/24 08:44:31 AM,47.206,44.848,-424.89,,
125,07/06/24 08:54:31 AM,47.250,44.893,-424.49,,
126,07/06/24 09:04:31 AM,47.269,44.911,-424.32,,
127,07/06/24 09:14:31 AM,47.275,44.918,-424.26,,
128,07/06/24 09:24:31 AM,47.287,44.930,-424.16,,
129,07/06/24 09:34:31 AM,47.305,44.948,-424.00,,
130,07/06/24 09:44:31 AM,47.323,44.967,-423.83,,
131,07/06/24 09:54:31 AM,47.327,44.971,-423.80,,
132,07/06/24 10:04:31 AM,47.338,44.981,-423.70,,
133,07/06/24 10:14:31 AM,47.360,45.004,-423.50,,
134,07/06/24 10:24:31 AM,47.396,45.041,-423.17,,
135,07/06/24 10:34:31 AM,47.444,45.089,-422.74,,
136,07/06/24 10:44:31 AM,47.466,45.112,-422.54,,
137,07/06/24 10:54:31 AM,47.484,45.130,-422.38,,
138,07/06/24 11:04:31 AM,47.513,45.159,-422.12,,
139,07/06/24 11:14:31 AM,47.535,45.182,-421.92,,
140,07/06/24 11:24:31 AM,47.565,45.212,-421.65,,
141,07/06/24 11:34:31 AM,47.597,45.245,-421.35,,
142,07/06/24 11:44:31 AM,47.630,45.278,-421.06,,
143,07/06/24 11:54:31 AM,47.667,45.316,-420.72,,
144,07/06/24 12:04:31 PM,47.696,45.345,-420.46,,
145,07/06/24 12:14:31 PM,47.710,45.360,-420.33,,
146,07/06/24 12:24:31 PM,47.736,45.386,-420.10,,
147,07/06/24 12:34:31 PM,47.718,45.368,-420.26,,
148,07/06/24 12:44:31 PM,47.722,45.371,-420.23,,
149,07/06/24 12:54:31 PM,47.692,45.341,-420.50,,
150,07/06/24 01:04:31 PM,47.623,45.271,-421.12,,
151,07/06/24 01:14:31 PM,47.597,45.245,-421.35,,
152,07/06/24 01:24:31 PM,47.609,45.257,-421.25,,
153,07/06/24 01:34:31 PM,47.612,45.260,-421.22,,
154,07/06/24 01:44:31 PM,47.579,45.226,-421.52,,
155,07/06/24 01:54:31 PM,47.571,45.219,-421.59,,
156,07/06/24 02:04:31 PM,47.575,45.223,-421.55,,
157,07/06/24 02:14:31 PM,47.605,45.253,-421.28,,
158,07/06/24 02:24:31 PM,47.623,45.271,-421.12,,
159,07/06/24 02:34:31 PM,47.656,45.304,-420.83,,
160,07/06/24 02:44:31 PM,47.686,45.334,-420.56,,
161,07/06/24 02:54:31 PM,47.726,45.375,-420.19,,
162,07/06/24 03:04:31 PM,47.755,45.405,-419.93,,
163,07/06/24 03:14:31 PM,47.777,45.427,-419.74,,
164,07/06/24 03:24:31 PM,47.795,45.445,-419.57,,
165,07/06/24 03:34:31 PM,47.817,45.468,-419.37,,
166,07/06/24 03:44:31 PM,47.861,45.513,-418.97,,
167,07/06/24 03:54:31 PM,47.904,45.556,-418.58,,
168,07/06/24 04:04:31 PM,47.923,45.576,-418.41,,
169,07/06/24 04:14:31 PM,47.912,45.564,-418.51,,
170,07/06/24 04:24:31 PM,47.916,45.568,-418.48,,
171,07/06/24 04:34:31 PM,47.916,45.568,-418.48,,
172,07/06/24 04:44:31 PM,47.868,45.519,-418.91,,
173,07/06/24 04:54:31 PM,47.871,45.523,-418.88,,
174,07/06/24 05:04:31 PM,47.809,45.460,-419.44,,
175,07/06/24 05:14:31 PM,47.806,45.457,-419.47,,
176,07/06/24 05:24:31 PM,47.825,45.476,-419.30,,
177,07/06/24 05:34:31 PM,47.704,45.353,-420.39,,
178,07/06/24 05:44:31 PM,47.575,45.223,-421.55,,
179,07/06/24 05:54:31 PM,47.499,45.145,-422.25,,
180,07/06/24 06:04:31 PM,47.430,45.075,-422.87,,
181,07/06/24 06:14:31 PM,47.367,45.011,-423.43,,
182,07/06/24 06:24:31 PM,47.305,44.948,-424.00,,
183,07/06/24 06:34:31 PM,47.253,44.896,-424.46,,
184,07/06/24 06:44:31 PM,47.217,44.859,-424.79,,
185,07/06/24 06:54:31 PM,47.162,44.803,-425.29,,
186,07/06/24 07:04:31 PM,47.104,44.744,-425.81,,
187,07/06/24 07:14:31 PM,47.060,44.699,-426.21,,
188,07/06/24 07:24:31 PM,47.019,44.658,-426.58,,
189,07/06/24 07:34:31 PM,46.979,44.617,-426.94,,
190,07/06/24 07:44:31 PM,46.950,44.588,-427.20,,
191,07/06/24 07:54:31 PM,46.928,44.566,-427.40,,
192,07/06/24 08:04:31 PM,46.910,44.547,-427.56,,
193,07/06/24 08:14:31 PM,46.899,44.536,-427.67,,
194,07/06/24 08:24:31 PM,46.902,44.539,-427.63,,
195,07/06/24 08:34:31 PM,46.921,44.558,-427.47,,
196,07/06/24 08:44:31 PM,46.946,44.584,-427.23,,
197,07/06/24 08:54:31 PM,46.983,44.621,-426.90,,
198,07/06/24 09:04:31 PM,47.009,44.647,-426.67,,
199,07/06/24 09:14:31 PM,47.027,44.666,-426.51,,
200,07/06/24 09:24:31 PM,47.049,44.688,-426.31,,
201,07/06/24 09:34:31 PM,47.082,44.721,-426.01,,
202,07/06/24 09:44:31 PM,47.118,44.758,-425.68,,
203,07/06/24 09:54:31 PM,47.162,44.803,-425.29,,
204,07/06/24 10:04:31 PM,47.192,44.833,-425.02,,
205,07/06/24 10:14:31 PM,47.217,44.859,-424.79,,
206,07/06/24 10:24:31 PM,47.253,44.896,-424.46,,
207,07/06/24 10:34:31 PM,47.283,44.926,-424.19,,
208,07/06/24 10:44:31 PM,47.309,44.952,-423.96,,
209,07/06/24 10:54:31 PM,47.331,44.974,-423.76,,
210,07/06/24 11:04:31 PM,47.374,45.018,-423.37,,
211,07/06/24 11:14:31 PM,47.404,45.048,-423.10,,
212,07/06/24 11:24:31 PM,47.418,45.063,-422.97,,
213,07/06/24 11:34:31 PM,47.448,45.093,-422.71,,
214,07/06/24 11:44:31 PM,47.455,45.100,-422.64,,
215,07/06/24 11:54:31 PM,47.448,45.093,-422.71,,
216,07/07/24 12:04:31 AM,47.448,45.093,-422.71,,
217,07/07/24 12:14:31 AM,47.444,45.089,-422.74,,
218,07/07/24 12:24:31 AM,47.462,45.108,-422.58,,
219,07/07/24 12:34:31 AM,47.506,45.153,-422.18,,
220,07/07/24 12:44:31 AM,47.528,45.175,-421.98,,
221,07/07/24 12:54:31 AM,47.524,45.171,-422.01,,
222,07/07/24 01:04:31 AM,47.553,45.200,-421.75,,
223,07/07/24 01:14:31 AM,47.597,45.245,-421.35,,
224,07/07/24 01:24:31 AM,47.634,45.282,-421.03,,
225,07/07/24 01:34:31 AM,47.682,45.331,-420.59,,
226,07/07/24 01:44:31 AM,47.692,45.341,-420.50,,
227,07/07/24 01:54:31 AM,47.726,45.375,-420.19,,
228,07/07/24 02:04:31 AM,47.722,45.371,-420.23,,
229,07/07/24 02:14:31 AM,47.744,45.394,-420.03,,
230,07/07/24 02:24:31 AM,47.802,45.453,-419.50,,
231,07/07/24 02:34:31 AM,47.813,45.464,-419.41,,
232,07/07/24 02:44:31 AM,47.843,45.494,-419.14,,
233,07/07/24 02:54:31 AM,47.831,45.482,-419.24,,
234,07/07/24 03:04:31 AM,47.883,45.535,-418.77,,
235,07/07/24 03:14:31 AM,47.897,45.550,-418.64,,
236,07/07/24 03:24:31 AM,47.868,45.519,-418.91,,
237,07/07/24 03:34:31 AM,47.919,45.572,-418.44,,
238,07/07/24 03:44:31 AM,47.923,45.576,-418.41,,
239,07/07/24 03:54:31 AM,47.897,45.550,-418.64,,
240,07/07/24 04:04:31 AM,47.956,45.609,-418.12,,
241,07/07/24 04:14:31 AM,47.963,45.617,-418.05,,
242,07/07/24 04:24:31 AM,47.930,45.583,-418.35,,
243,07/07/24 04:34:31 AM,47.988,45.642,-417.82,,
244,07/07/24 04:44:31 AM,47.985,45.638,-417.86,,
245,07/07/24 04:54:31 AM,47.948,45.601,-418.19,,
246,07/07/24 05:04:31 AM,48.003,45.657,-417.69,,
247,07/07/24 05:14:31 AM,48.003,45.657,-417.69,,
248,07/07/24 05:24:31 AM,47.978,45.631,-417.92,,
249,07/07/24 05:34:31 AM,47.978,45.631,-417.92,,
250,07/07/24 05:44:31 AM,47.960,45.613,-418.08,,
251,07/07/24 05:54:31 AM,47.440,45.085,-422.77,,
252,07/07/24 06:04:31 AM,47.228,44.870,-424.69,,
253,07/07/24 06:14:31 AM,47.060,44.699,-426.21,,
254,07/07/24 06:24:31 AM,46.954,44.592,-427.16,,
255,07/07/24 06:34:31 AM,46.910,44.547,-427.56,,
256,07/07/24 06:44:31 AM,46.866,44.503,-427.96,,
257,07/07/24 06:54:31 AM,46.833,44.469,-428.26,,
258,07/07/24 07:04:31 AM,46.830,44.466,-428.29,,
259,07/07/24 07:14:31 AM,46.848,44.484,-428.13,,
260,07/07/24 07:24:31 AM,46.874,44.510,-427.89,,
261,07/07/24 07:34:31 AM,46.939,44.576,-427.30,,
262,07/07/24 07:44:31 AM,47.023,44.662,-426.54,,
263,07/07/24 07:54:31 AM,47.078,44.718,-426.05,,
264,07/07/24 08:04:31 AM,47.118,44.758,-425.68,,
265,07/07/24 08:14:31 AM,47.144,44.785,-425.45,,
266,07/07/24 08:24:31 AM,47.192,44.833,-425.02,,
267,07/07/24 08:34:31 AM,47.235,44.877,-424.63,,
268,07/07/24 08:44:31 AM,47.283,44.926,-424.19,,
269,07/07/24 08:54:31 AM,47.323,44.967,-423.83,,
270,07/07/24 09:04:31 AM,47.363,45.008,-423.47,,
271,07/07/24 09:14:31 AM,47.404,45.048,-423.10,,
272,07/07/24 09:24:31 AM,47.432,45.078,-422.84,,
273,07/07/24 09:34:31 AM,47.477,45.122,-422.45,,
274,07/07/24 09:44:31 AM,47.491,45.137,-422.32,,
275,07/07/24 09:54:31 AM,47.506,45.153,-422.18,,
276,07/07/24 10:04:31 AM,47.543,45.189,-421.85,,
277,07/07/24 10:14:31 AM,47.579,45.226,-421.52,,
278,07/07/24 10:24:31 AM,47.609,45.257,-421.25,,
279,07/07/24 10:34:31 AM,47.630,45.278,-421.06,,
280,07/07/24 10:44:31 AM,47.652,45.300,-420.86,,
281,07/07/24 10:54:31 AM,47.663,45.312,-420.76,,
282,07/07/24 11:04:31 AM,47.700,45.349,-420.43,,
283,07/07/24 11:14:31 AM,47.755,45.405,-419.93,,
284,07/07/24 11:24:31 AM,47.777,45.427,-419.74,,
285,07/07/24 11:34:31 AM,47.773,45.423,-419.77,,
286,07/07/24 11:44:31 AM,47.751,45.401,-419.97,,
287,07/07/24 11:54:31 AM,47.773,45.423,-419.77,,
288,07/07/24 12:04:31 PM,47.777,45.427,-419.74,,
289,07/07/24 12:14:31 PM,47.795,45.445,-419.57,,
290,07/07/24 12:24:31 PM,47.817,45.468,-419.37,,
291,07/07/24 12:34:31 PM,47.809,45.460,-419.44,,
292,07/07/24 12:44:31 PM,47.802,45.453,-419.50,,
293,07/07/24 12:54:31 PM,47.799,45.449,-419.54,,
294,07/07/24 01:04:31 PM,47.813,45.464,-419.41,,
295,07/07/24 01:14:31 PM,47.806,45.457,-419.47,,
296,07/07/24 01:24:31 PM,47.773,45.423,-419.77,,
297,07/07/24 01:34:31 PM,47.751,45.401,-419.97,,
298,07/07/24 01:44:31 PM,47.762,45.412,-419.86,,
299,07/07/24 01:54:31 PM,47.736,45.386,-420.10,,
300,07/07/24 02:04:31 PM,47.732,45.382,-420.13,,
301,07/07/24 02:14:31 PM,47.747,45.397,-420.00,,
302,07/07/24 02:24:31 PM,47.784,45.435,-419.67,,
303,07/07/24 02:34:31 PM,47.704,45.353,-420.39,,
304,07/07/24 02:44:31 PM,47.652,45.300,-420.86,,
305,07/07/24 02:54:31 PM,47.491,45.137,-422.32,,
306,07/07/24 03:04:31 PM,47.597,45.245,-421.35,,
307,07/07/24 03:14:31 PM,47.732,45.382,-420.13,,
308,07/07/24 03:24:31 PM,47.758,45.408,-419.90,,
309,07/07/24 03:34:31 PM,47.722,45.371,-420.23,,
310,07/07/24 03:44:31 PM,47.744,45.394,-420.03,,
311,07/07/24 03:54:31 PM,47.488,45.134,-422.34,,
312,07/07/24 04:04:31 PM,47.426,45.071,-422.90,,
313,07/07/24 04:14:31 PM,47.243,44.885,-424.56,,
314,07/07/24 04:24:31 PM,47.261,44.903,-424.39,,
315,07/07/24 04:34:31 PM,47.448,45.093,-422.71,,
316,07/07/24 04:44:31 PM,47.455,45.100,-422.64,,
317,07/07/24 04:54:31 PM,47.261,44.903,-424.39,,
318,07/07/24 05:04:31 PM,47.118,44.758,-425.68,,
319,07/07/24 05:14:31 PM,47.096,44.736,-425.88,,
320,07/07/24 05:24:31 PM,47.136,44.777,-425.52,,
321,07/07/24 05:34:31 PM,47.202,44.844,-424.92,,
322,07/07/24 05:44:31 PM,47.327,44.971,-423.80,,
323,07/07/24 05:54:31 PM,47.272,44.915,-424.29,,
324,07/07/24 06:04:31 PM,47.432,45.078,-422.84,,
325,07/07/24 06:14:31 PM,47.382,45.026,-423.30,,
326,07/07/24 06:24:31 PM,47.111,44.752,-425.74,,
327,07/07/24 06:34:31 PM,47.257,44.900,-424.43,,
328,07/07/24 06:44:31 PM,47.210,44.852,-424.85,,
329,07/07/24 06:54:31 PM,46.950,44.588,-427.20,,
330,07/07/24 07:04:31 PM,47.100,44.740,-425.85,,
331,07/07/24 07:14:31 PM,47.063,44.703,-426.18,,
332,07/07/24 07:24:31 PM,46.874,44.510,-427.89,,
333,07/07/24 07:34:31 PM,46.987,44.625,-426.87,,
334,07/07/24 07:44:31 PM,46.957,44.595,-427.14,,
335,07/07/24 07:54:31 PM,46.862,44.499,-428.00,,
336,07/07/24 08:04:31 PM,46.914,44.551,-427.53,,
337,07/07/24 08:14:31 PM,46.899,44.536,-427.67,,
338,07/07/24 08:24:31 PM,46.892,44.529,-427.73,,
339,07/07/24 08:34:31 PM,46.914,44.551,-427.53,,
340,07/07/24 08:44:31 PM,46.928,44.566,-427.40,,
341,07/07/24 08:54:31 PM,46.957,44.595,-427.14,,
342,07/07/24 09:04:31 PM,46.983,44.621,-426.90,,
343,07/07/24 09:14:31 PM,47.013,44.651,-426.64,,
344,07/07/24 09:24:31 PM,47.060,44.699,-426.21,,
345,07/07/24 09:34:31 PM,47.104,44.744,-425.81,,
346,07/07/24 09:44:31 PM,47.140,44.781,-425.48,,
347,07/07/24 09:54:31 PM,47.162,44.803,-425.29,,
348,07/07/24 10:04:31 PM,47.122,44.762,-425.65,,
349,07/07/24 10:14:31 PM,47.108,44.748,-425.78,,
350,07/07/24 10:24:31 PM,47.115,44.756,-425.71,,
351,07/07/24 10:34:31 PM,47.148,44.789,-425.42,,
352,07/07/24 10:44:31 PM,47.188,44.829,-425.05,,
353,07/07/24 10:54:31 PM,47.243,44.885,-424.56,,
354,07/07/24 11:04:31 PM,47.291,44.934,-424.13,,
355,07/07/24 11:14:31 PM,47.331,44.974,-423.76,,
356,07/07/24 11:24:31 PM,47.363,45.008,-423.47,,
357,07/07/24 11:34:31 PM,47.408,45.052,-423.07,,
358,07/07/24 11:44:31 PM,47.432,45.078,-422.84,,
359,07/07/24 11:54:31 PM,47.462,45.108,-422.58,,
360,07/08/24 12:04:31 AM,47.499,45.145,-422.25,,
361,07/08/24 12:14:31 AM,47.521,45.167,-422.05,,
362,07/08/24 12:24:31 AM,47.543,45.189,-421.85,,
363,07/08/24 12:34:31 AM,47.561,45.208,-421.68,,
364,07/08/24 12:44:31 AM,47.587,45.234,-421.45,,
365,07/08/24 12:54:31 AM,47.597,45.245,-421.35,,
366,07/08/24 01:04:31 AM,47.612,45.260,-421.22,,
367,07/08/24 01:14:31 AM,47.623,45.271,-421.12,,
368,07/08/24 01:24:31 AM,47.638,45.286,-420.99,,
369,07/08/24 01:34:31 AM,47.660,45.308,-420.79,,
370,07/08/24 01:44:31 AM,47.678,45.327,-420.63,,
371,07/08/24 01:54:31 AM,47.686,45.334,-420.56,,
372,07/08/24 02:04:31 AM,47.704,45.353,-420.39,,
373,07/08/24 02:14:31 AM,47.718,45.368,-420.26,,
374,07/08/24 02:24:31 AM,47.732,45.382,-420.13,,
375,07/08/24 02:34:31 AM,47.758,45.408,-419.90,,
376,07/08/24 02:44:31 AM,47.780,45.431,-419.70,,
377,07/08/24 02:54:31 AM,47.795,45.445,-419.57,,
378,07/08/24 03:04:31 AM,47.799,45.449,-419.54,,
379,07/08/24 03:14:31 AM,47.784,45.435,-419.67,,
380,07/08/24 03:24:31 AM,47.784,45.435,-419.67,,
381,07/08/24 03:34:31 AM,47.795,45.445,-419.57,,
382,07/08/24 03:44:31 AM,47.825,45.476,-419.30,,
383,07/08/24 03:54:31 AM,47.853,45.505,-419.04,,
384,07/08/24 04:04:31 AM,47.886,45.538,-418.75,,
385,07/08/24 04:14:31 AM,47.923,45.576,-418.41,,
386,07/08/24 04:24:31 AM,47.948,45.601,-418.19,,
387,07/08/24 04:34:31 AM,47.988,45.642,-417.82,,
388,07/08/24 04:44:31 AM,48.033,45.687,-417.42,,
389,07/08/24 04:54:31 AM,48.043,45.697,-417.33,,
390,07/08/24 05:04:31 AM,48.047,45.701,-417.29,,
391,07/08/24 05:14:31 AM,48.029,45.683,-417.46,,
392,07/08/24 05:24:31 AM,48.003,45.657,-417.69,,
393,07/08/24 05:34:31 AM,47.963,45.617,-418.05,,
394,07/08/24 05:44:31 AM,47.912,45.564,-418.51,,
395,07/08/24 05:54:31 AM,47.571,45.219,-421.59,,
396,07/08/24 06:04:31 AM,47.323,44.967,-423.83,,
397,07/08/24 06:14:31 AM,47.148,44.789,-425.42,,
398,07/08/24 06:24:31 AM,47.019,44.658,-426.58,,
399,07/08/24 06:34:31 AM,46.950,44.588,-427.20,,
400,07/08/24 06:44:31 AM,46.892,44.529,-427.73,,
401,07/08/24 06:54:31 AM,46.852,44.488,-428.09,,
402,07/08/24 07:04:31 AM,46.830,44.466,-428.29,,
403,07/08/24 07:14:31 AM,46.840,44.476,-428.19,,
404,07/08/24 07:24:31 AM,46.866,44.503,-427.96,,
405,07/08/24 07:34:31 AM,46.899,44.536,-427.67,,
406,07/08/24 07:44:31 AM,46.946,44.584,-427.23,,
407,07/08/24 07:54:31 AM,47.005,44.644,-426.71,,
408,07/08/24 08:04:31 AM,47.053,44.692,-426.27,,
409,07/08/24 08:14:31 AM,47.100,44.740,-425.85,,
410,07/08/24 08:24:31 AM,47.144,44.785,-425.45,,
411,07/08/24 08:34:31 AM,47.184,44.826,-425.09,,
412,07/08/24 08:44:31 AM,47.228,44.870,-424.69,,
413,07/08/24 08:54:31 AM,47.265,44.907,-424.36,,
414,07/08/24 09:04:31 AM,47.291,44.934,-424.13,,
415,07/08/24 09:14:31 AM,47.313,44.956,-423.93,,
416,07/08/24 09:24:31 AM,47.323,44.967,-423.83,,
417,07/08/24 09:34:31 AM,47.334,44.977,-423.74,,
418,07/08/24 09:44:31 AM,47.352,44.996,-423.57,,
419,07/08/24 09:54:31 AM,47.374,45.018,-423.37,,
420,07/08/24 10:04:31 AM,47.404,45.048,-423.10,,
421,07/08/24 10:14:31 AM,47.448,45.093,-422.71,,
422,07/08/24 10:24:31 AM,47.506,45.153,-422.18,,
423,07/08/24 10:34:31 AM,47.557,45.204,-421.72,,
424,07/08/24 10:44:31 AM,47.579,45.226,-421.52,,
425,07/08/24 10:54:31 AM,47.587,45.234,-421.45,,
426,07/08/24 11:04:31 AM,47.623,45.271,-421.12,,
427,07/08/24 11:14:31 AM,47.674,45.323,-420.66,,
428,07/08/24 11:24:31 AM,47.688,45.337,-420.53,,
